spell_id,spell_name,skill_line_id,profession,category,min_skill_rank,item_id,item_name,effect_base_points,effect_die_sides,effect_id,trivial_low,trivial_high,acquire_method
7181,Greater Healing Potion,171,Alchemy,primary,1,1710,Greater Healing Potion,0,1,24,175,215,0
7183,Elixir of Minor Defense,171,Alchemy,primary,1,5997,Elixir of Minor Defense,0,1,24,55,95,1
7255,Holy Protection Potion,171,Alchemy,primary,1,6051,Holy Protection Potion,0,1,24,130,170,0
7256,Shadow Protection Potion,171,Alchemy,primary,1,6048,Shadow Protection Potion,0,1,24,160,200,0
7257,Fire Protection Potion,171,Alchemy,primary,1,6049,Fire Protection Potion,0,1,24,210,250,0
7258,Frost Protection Potion,171,Alchemy,primary,1,6050,Frost Protection Potion,0,1,24,205,245,0
7259,Nature Protection Potion,171,Alchemy,primary,1,6052,Nature Protection Potion,0,1,24,210,250,0
7836,Blackmouth Oil,171,Alchemy,primary,1,6370,Blackmouth Oil,0,1,24,80,100,0
7837,Fire Oil,171,Alchemy,primary,1,6371,Fire Oil,0,1,24,150,170,0
7841,Swim Speed Potion,171,Alchemy,primary,1,6372,Swim Speed Potion,0,1,24,130,170,0
7845,Elixir of Firepower,171,Alchemy,primary,1,6373,Elixir of Firepower,0,1,24,165,205,0
8240,Elixir of Giant Growth,171,Alchemy,primary,1,6662,Elixir of Giant Growth,0,1,24,120,160,0
11447,Elixir of Waterwalking,171,Alchemy,primary,1,8827,Elixir of Water Walking,0,1,24,190,230,0
11448,Greater Mana Potion,171,Alchemy,primary,1,6149,Greater Mana Potion,0,1,24,220,260,0
11449,Elixir of Agility,171,Alchemy,primary,1,8949,Elixir of Agility,0,1,24,205,245,0
11450,Elixir of Greater Defense,171,Alchemy,primary,1,8951,Elixir of Greater Defense,0,1,24,215,255,0
11451,Oil of Immolation,171,Alchemy,primary,1,8956,Oil of Immolation,0,1,24,220,260,0
11452,Restorative Potion,171,Alchemy,primary,1,9030,Restorative Potion,0,1,24,225,265,0
11453,Magic Resistance Potion,171,Alchemy,primary,1,9036,Magic Resistance Potion,0,1,24,225,265,0
11456,Goblin Rocket Fuel,171,Alchemy,primary,1,9061,Goblin Rocket Fuel,0,1,24,225,265,0
11457,Superior Healing Potion,171,Alchemy,primary,1,3928,Superior Healing Potion,0,1,24,230,270,0
11458,Wildvine Potion,171,Alchemy,primary,1,9144,Wildvine Potion,0,1,24,240,280,0
11459,Philosopher's Stone,171,Alchemy,primary,1,9149,Philosopher's Stone,0,1,24,240,280,0
11460,Elixir of Detect Undead,171,Alchemy,primary,1,9154,Elixir of Detect Undead,0,1,24,245,285,0
11461,Arcane Elixir,171,Alchemy,primary,1,9155,Arcane Elixir,0,1,24,250,290,0
11464,Invisibility Potion,171,Alchemy,primary,1,9172,Invisibility Potion,0,1,24,250,290,0
11465,Elixir of Greater Intellect,171,Alchemy,primary,1,9179,Elixir of Greater Intellect,0,1,24,250,290,0
11466,Gift of Arthas,171,Alchemy,primary,1,9088,Gift of Arthas,0,1,24,255,295,0
11467,Elixir of Greater Agility,171,Alchemy,primary,1,9187,Elixir of Greater Agility,0,1,24,255,295,0
11468,Elixir of Dream Vision,171,Alchemy,primary,1,9197,Elixir of Dream Vision,0,1,24,255,295,0
11472,Elixir of Giants,171,Alchemy,primary,1,9206,Elixir of Giants,0,1,24,260,300,0
11473,Ghost Dye,171,Alchemy,primary,1,9210,Ghost Dye,0,1,24,260,300,0
11476,Elixir of Shadow Power,171,Alchemy,primary,1,9264,Elixir of Shadow Power,0,1,24,265,305,0
11477,Elixir of Demonslaying,171,Alchemy,primary,1,9224,Elixir of Demonslaying,0,1,24,265,305,0
11478,Elixir of Detect Demon,171,Alchemy,primary,1,9233,Elixir of Detect Demon,0,1,24,265,305,0
11479,Transmute: Iron to Gold,171,Alchemy,primary,1,3577,Gold Bar,0,0,24,240,280,0
11480,Transmute: Mithril to Truesilver,171,Alchemy,primary,1,6037,Truesilver Bar,0,0,24,240,280,0
12609,Catseye Elixir,171,Alchemy,primary,1,10592,Catseye Elixir,0,1,24,220,260,0
15833,Dreamless Sleep Potion,171,Alchemy,primary,1,12190,Dreamless Sleep Potion,0,1,24,245,285,0
17187,Transmute: Arcanite,171,Alchemy,primary,1,12360,Arcanite Bar,0,0,24,275,290,0
17551,Stonescale Oil,171,Alchemy,primary,1,13423,Stonescale Oil,0,1,24,250,260,0
17552,Mighty Rage Potion,171,Alchemy,primary,1,13442,Mighty Rage Potion,0,1,24,270,310,0
17553,Superior Mana Potion,171,Alchemy,primary,1,13443,Superior Mana Potion,0,1,24,275,315,0
17554,Elixir of Superior Defense,171,Alchemy,primary,1,13445,Elixir of Superior Defense,0,1,24,280,320,0
17555,Elixir of the Sages,171,Alchemy,primary,1,13447,Elixir of the Sages,0,1,24,285,325,0
17556,Major Healing Potion,171,Alchemy,primary,1,13446,Major Healing Potion,0,1,24,290,330,0
17557,Elixir of Brute Force,171,Alchemy,primary,1,13453,Elixir of Brute Force,0,1,24,290,330,0
17559,Transmute: Air to Fire,171,Alchemy,primary,1,7078,Essence of Fire,0,0,24,275,290,0
17560,Transmute: Fire to Earth,171,Alchemy,primary,1,7076,Essence of Earth,0,0,24,275,290,0
17561,Transmute: Earth to Water,171,Alchemy,primary,1,7080,Essence of Water,0,0,24,275,290,0
17562,Transmute: Water to Air,171,Alchemy,primary,1,7082,Essence of Air,0,0,24,275,290,0
17563,Transmute: Undeath to Water,171,Alchemy,primary,1,7080,Essence of Water,0,0,24,275,290,0
17564,Transmute: Water to Undeath,171,Alchemy,primary,1,12808,Essence of Undeath,0,0,24,275,290,0
17565,Transmute: Life to Earth,171,Alchemy,primary,1,7076,Essence of Earth,0,0,24,275,290,0
17566,Transmute: Earth to Life,171,Alchemy,primary,1,12803,Living Essence,0,0,24,275,290,0
17570,Greater Stoneshield Potion,171,Alchemy,primary,1,13455,Greater Stoneshield Potion,0,1,24,295,335,0
17571,Elixir of the Mongoose,171,Alchemy,primary,1,13452,Elixir of the Mongoose,0,1,24,295,335,0
17572,Purification Potion,171,Alchemy,primary,1,13462,Purification Potion,0,1,24,300,340,0
17573,Greater Arcane Elixir,171,Alchemy,primary,1,13454,Greater Arcane Elixir,0,1,24,300,340,0
17574,Greater Fire Protection Potion,171,Alchemy,primary,1,13457,Greater Fire Protection Potion,0,1,24,305,345,0
17575,Greater Frost Protection Potion,171,Alchemy,primary,1,13456,Greater Frost Protection Potion,0,1,24,305,345,0
17576,Greater Nature Protection Potion,171,Alchemy,primary,1,13458,Greater Nature Protection Potion,0,1,24,305,345,0
17577,Greater Arcane Protection Potion,171,Alchemy,primary,1,13461,Greater Arcane Protection Potion,0,1,24,305,345,0
17578,Greater Shadow Protection Potion,171,Alchemy,primary,1,13459,Greater Shadow Protection Potion,0,1,24,305,345,0
17579,Greater Holy Protection Potion,171,Alchemy,primary,1,13460,Greater Holy Protection Potion,0,1,24,305,345,0
17580,Major Mana Potion,171,Alchemy,primary,1,13444,Major Mana Potion,0,1,24,310,350,0
17632,Alchemist's Stone,171,Alchemy,primary,1,13503,Alchemist's Stone,0,1,24,365,380,0
17634,Flask of Petrification,171,Alchemy,primary,1,13506,Flask of Petrification,0,1,24,315,330,0
17635,Flask of the Titans,171,Alchemy,primary,1,13510,Flask of the Titans,0,1,24,315,330,0
17636,Flask of Distilled Wisdom,171,Alchemy,primary,1,13511,Flask of Distilled Wisdom,0,1,24,315,330,0
17637,Flask of Supreme Power,171,Alchemy,primary,1,13512,Flask of Supreme Power,0,1,24,315,330,0
17638,Flask of Chromatic Resistance,171,Alchemy,primary,1,13513,Flask of Chromatic Resistance,0,1,24,315,330,0
21923,Elixir of Frost Power,171,Alchemy,primary,1,17708,Elixir of Frost Power,0,1,24,210,250,0
22732,Major Rejuvenation Potion,171,Alchemy,primary,1,18253,Major Rejuvenation Potion,0,1,24,310,330,0
22808,Elixir of Greater Water Breathing,171,Alchemy,primary,1,18294,Elixir of Greater Water Breathing,0,1,24,230,270,0
24266,Gurubashi Mojo Madness,171,Alchemy,primary,1,19931,Gurubashi Mojo Madness,2,1,24,315,330,0
24365,Mageblood Potion,171,Alchemy,primary,1,20007,Mageblood Potion,0,1,24,290,330,0
24366,Greater Dreamless Sleep Potion,171,Alchemy,primary,1,20002,Greater Dreamless Sleep Potion,0,1,24,290,330,0
24367,Living Action Potion,171,Alchemy,primary,1,20008,Living Action Potion,0,1,24,300,340,0
24368,Major Troll's Blood Potion,171,Alchemy,primary,1,20004,Major Troll's Blood Potion,0,1,24,305,345,0
25146,Transmute: Elemental Fire,171,Alchemy,primary,1,7068,Elemental Fire,2,1,24,301,310,0
26277,Elixir of Greater Firepower,171,Alchemy,primary,1,21546,Elixir of Greater Firepower,0,1,24,265,305,0
28543,Elixir of Camouflage,171,Alchemy,primary,1,22823,Elixir of Camouflage,0,1,24,320,335,0
28544,Elixir of Major Strength,171,Alchemy,primary,1,22824,Elixir of Major Strength,0,1,24,320,335,0
28545,Elixir of Healing Power,171,Alchemy,primary,1,22825,Elixir of Healing Power,0,1,24,325,340,0
28546,Sneaking Potion,171,Alchemy,primary,1,22826,Sneaking Potion,0,1,24,330,345,0
28549,Elixir of Major Frost Power,171,Alchemy,primary,1,22827,Elixir of Major Frost Power,0,1,24,335,350,0
28550,Insane Strength Potion,171,Alchemy,primary,1,22828,Insane Strength Potion,0,1,24,335,350,0
28551,Super Healing Potion,171,Alchemy,primary,1,22829,Super Healing Potion,0,1,24,340,355,0
28552,Elixir of the Searching Eye,171,Alchemy,primary,1,22830,Elixir of the Searching Eye,0,1,24,340,355,0
28553,Elixir of Major Agility,171,Alchemy,primary,1,22831,Elixir of Major Agility,0,1,24,345,360,0
28554,Shrouding Potion,171,Alchemy,primary,1,22871,Shrouding Potion,0,1,24,350,365,0
28555,Super Mana Potion,171,Alchemy,primary,1,22832,Super Mana Potion,0,1,24,355,370,0
28556,Elixir of Major Firepower,171,Alchemy,primary,1,22833,Elixir of Major Firepower,0,1,24,360,375,0
28557,Elixir of Major Defense,171,Alchemy,primary,1,22834,Elixir of Major Defense,0,1,24,360,375,0
28558,Elixir of Major Shadow Power,171,Alchemy,primary,1,22835,Elixir of Major Shadow Power,0,1,24,365,380,0
28562,Major Dreamless Sleep Potion,171,Alchemy,primary,1,22836,Major Dreamless Sleep Potion,0,1,24,365,380,0
28563,Heroic Potion,171,Alchemy,primary,1,22837,Heroic Potion,0,1,24,365,380,0
28564,Haste Potion,171,Alchemy,primary,1,22838,Haste Potion,0,1,24,365,380,0
28565,Destruction Potion,171,Alchemy,primary,1,22839,Destruction Potion,0,1,24,365,380,0
28566,Transmute: Primal Air to Fire,171,Alchemy,primary,1,21884,Primal Fire,0,1,24,365,380,0
28567,Transmute: Primal Earth to Water,171,Alchemy,primary,1,21885,Primal Water,0,1,24,365,380,0
28568,Transmute: Primal Fire to Earth,171,Alchemy,primary,1,22452,Primal Earth,0,1,24,365,380,0
28569,Transmute: Primal Water to Air,171,Alchemy,primary,1,22451,Primal Air,0,1,24,365,380,0
28570,Elixir of Major Mageblood,171,Alchemy,primary,1,22840,Elixir of Major Mageblood,0,1,24,370,385,0
28571,Major Fire Protection Potion,171,Alchemy,primary,1,22841,Major Fire Protection Potion,4,1,24,375,390,0
28572,Major Frost Protection Potion,171,Alchemy,primary,1,22842,Major Frost Protection Potion,4,1,24,375,390,0
28573,Major Nature Protection Potion,171,Alchemy,primary,1,22844,Major Nature Protection Potion,4,1,24,375,390,0
28575,Major Arcane Protection Potion,171,Alchemy,primary,1,22845,Major Arcane Protection Potion,4,1,24,375,390,0
28576,Major Shadow Protection Potion,171,Alchemy,primary,1,22846,Major Shadow Protection Potion,4,1,24,375,390,0
28577,Major Holy Protection Potion,171,Alchemy,primary,1,22847,Major Holy Protection Potion,4,1,24,375,390,0
28578,Elixir of Empowerment,171,Alchemy,primary,1,22848,Elixir of Empowerment,0,1,24,380,395,0
28579,Ironshield Potion,171,Alchemy,primary,1,22849,Ironshield Potion,0,1,24,380,395,0
28580,Transmute: Primal Shadow to Water,171,Alchemy,primary,1,21885,Primal Water,0,1,24,385,400,0
28581,Transmute: Primal Water to Shadow,171,Alchemy,primary,1,22456,Primal Shadow,0,1,24,385,400,0
28582,Transmute: Primal Mana to Fire,171,Alchemy,primary,1,21884,Primal Fire,0,1,24,385,400,0
28583,Transmute: Primal Fire to Mana,171,Alchemy,primary,1,22457,Primal Mana,0,1,24,385,400,0
28584,Transmute: Primal Life to Earth,171,Alchemy,primary,1,22452,Primal Earth,0,1,24,385,400,0
28585,Transmute: Primal Earth to Life,171,Alchemy,primary,1,21886,Primal Life,0,1,24,385,400,0
28586,Super Rejuvenation Potion,171,Alchemy,primary,1,22850,Super Rejuvenation Potion,0,1,24,390,405,0
28587,Flask of Fortification,171,Alchemy,primary,1,22851,Flask of Fortification,0,1,24,390,405,0
28588,Flask of Mighty Restoration,171,Alchemy,primary,1,22853,Flask of Mighty Restoration,0,1,24,390,405,0
28589,Flask of Relentless Assault,171,Alchemy,primary,1,22854,Flask of Relentless Assault,0,1,24,390,405,0
28590,Flask of Blinding Light,171,Alchemy,primary,1,22861,Flask of Blinding Light,0,1,24,390,405,0
28591,Flask of Pure Death,171,Alchemy,primary,1,22866,Flask of Pure Death,0,1,24,390,405,0
29688,Transmute: Primal Might,171,Alchemy,primary,1,23571,Primal Might,0,1,24,365,380,0
32765,Transmute: Earthstorm Diamond,171,Alchemy,primary,1,25867,Earthstorm Diamond,0,1,24,365,380,0
32766,Transmute: Skyfire Diamond,171,Alchemy,primary,1,25868,Skyfire Diamond,0,1,24,365,380,0
33732,Volatile Healing Potion,171,Alchemy,primary,1,28100,Volatile Healing Potion,0,1,24,315,330,0
33733,Unstable Mana Potion,171,Alchemy,primary,1,28101,Unstable Mana Potion,0,1,24,325,340,0
33738,Onslaught Elixir,171,Alchemy,primary,1,28102,Onslaught Elixir,0,1,24,315,330,0
33740,Adept's Elixir,171,Alchemy,primary,1,28103,Adept's Elixir,0,1,24,315,330,0
33741,Elixir of Mastery,171,Alchemy,primary,1,28104,Elixir of Mastery,0,1,24,330,345,0
38070,Mercurial Stone,171,Alchemy,primary,1,31080,Mercurial Stone,0,1,24,340,355,0
38960,Fel Strength Elixir,171,Alchemy,primary,1,31679,Fel Strength Elixir,0,1,24,350,365,0
38961,Fel Mana Potion,171,Alchemy,primary,1,31677,Fel Mana Potion,0,1,24,375,390,0
38962,Fel Regeneration Potion,171,Alchemy,primary,1,31676,Fel Regeneration Potion,0,1,24,360,375,0
39636,Elixir of Major Fortitude,171,Alchemy,primary,1,32062,Elixir of Major Fortitude,0,1,24,325,340,0
39637,Earthen Elixir,171,Alchemy,primary,1,32063,Earthen Elixir,0,1,24,335,350,0
39638,Elixir of Draenic Wisdom,171,Alchemy,primary,1,32067,Elixir of Draenic Wisdom,0,1,24,335,350,0
39639,Elixir of Ironskin,171,Alchemy,primary,1,32068,Elixir of Ironskin,0,1,24,345,360,0
41458,Cauldron of Major Arcane Protection,171,Alchemy,primary,1,32839,Cauldron of Major Arcane Protection,0,1,24,360,380,0
41500,Cauldron of Major Fire Protection,171,Alchemy,primary,1,32849,Cauldron of Major Fire Protection,0,1,24,360,380,0
41501,Cauldron of Major Frost Protection,171,Alchemy,primary,1,32850,Cauldron of Major Frost Protection,0,1,24,360,380,0
41502,Cauldron of Major Nature Protection,171,Alchemy,primary,1,32851,Cauldron of Major Nature Protection,0,1,24,360,380,0
41503,Cauldron of Major Shadow Protection,171,Alchemy,primary,1,32852,Cauldron of Major Shadow Protection,0,1,24,360,380,0
42736,Flask of Chromatic Wonder,171,Alchemy,primary,1,33208,Flask of Chromatic Wonder,1,0,24,390,405,0
45061,Mad Alchemist's Potion,171,Alchemy,primary,1,34440,Mad Alchemist's Potion,0,1,24,335,350,0
47046,Guardian's Alchemist Stone,171,Alchemy,primary,1,35748,Guardian's Alchemist Stone,0,1,24,390,405,0
47048,Sorcerer's Alchemist Stone,171,Alchemy,primary,1,35749,Sorcerer's Alchemist Stone,0,1,24,390,405,0
47049,Redeemer's Alchemist Stone,171,Alchemy,primary,1,35750,Redeemer's Alchemist Stone,0,1,24,390,405,0
47050,Assassin's Alchemist Stone,171,Alchemy,primary,1,35751,Assassin's Alchemist Stone,0,1,24,390,405,0
2331,Minor Mana Potion,171,Alchemy,primary,30,2455,Minor Mana Potion,0,1,24,65,105,0
2332,Minor Rejuvenation Potion,171,Alchemy,primary,40,2456,Minor Rejuvenation Potion,0,1,24,70,110,0
2334,Elixir of Minor Fortitude,171,Alchemy,primary,50,2458,Elixir of Minor Fortitude,0,1,24,80,120,0
2335,Swiftness Potion,171,Alchemy,primary,60,2459,Swiftness Potion,0,1,24,90,130,0
2336,Elixir of Tongues,171,Alchemy,primary,70,2460,Elixir of Tongues (NYI),0,1,24,100,140,0
2337,Lesser Healing Potion,171,Alchemy,primary,80,858,Lesser Healing Potion,0,1,24,85,125,0
2660,Rough Sharpening Stone,164,Blacksmithing,primary,1,2862,Rough Sharpening Stone,0,1,24,15,55,1
2663,Copper Bracers,164,Blacksmithing,primary,1,2853,Copper Bracers,0,1,24,20,60,1
2671,Rough Bronze Bracers,164,Blacksmithing,primary,1,2867,Rough Bronze Bracers,0,1,24,145,175,0
2673,Silvered Bronze Breastplate,164,Blacksmithing,primary,1,2869,Silvered Bronze Breastplate,0,1,24,160,190,0
3115,Rough Weightstone,164,Blacksmithing,primary,1,3239,Rough Weightstone,0,1,24,15,55,1
3116,Coarse Weightstone,164,Blacksmithing,primary,1,3240,Coarse Weightstone,0,1,24,65,80,0
3117,Heavy Weightstone,164,Blacksmithing,primary,1,3241,Heavy Weightstone,0,1,24,125,140,0
3292,Heavy Copper Broadsword,164,Blacksmithing,primary,1,3487,Heavy Copper Broadsword,0,1,24,135,175,0
3293,Copper Battle Axe,164,Blacksmithing,primary,1,3488,Copper Battle Axe,0,1,24,75,115,0
3294,Thick War Axe,164,Blacksmithing,primary,1,3489,Thick War Axe,0,1,24,110,150,0
3295,Deadly Bronze Poniard,164,Blacksmithing,primary,1,3490,Deadly Bronze Poniard,0,1,24,155,185,0
3296,Heavy Bronze Mace,164,Blacksmithing,primary,1,3491,Heavy Bronze Mace,0,1,24,160,190,0
3297,Mighty Iron Hammer,164,Blacksmithing,primary,1,3492,Mighty Iron Hammer,0,1,24,175,205,0
3319,Copper Chain Boots,164,Blacksmithing,primary,1,3469,Copper Chain Boots,0,1,24,60,100,0
3320,Rough Grinding Stone,164,Blacksmithing,primary,1,3470,Rough Grinding Stone,0,1,24,45,85,0
3321,Copper Chain Vest,164,Blacksmithing,primary,1,3471,Copper Chain Vest,0,1,24,75,115,0
3323,Runed Copper Gauntlets,164,Blacksmithing,primary,1,3472,Runed Copper Gauntlets,0,1,24,80,120,0
3324,Runed Copper Pants,164,Blacksmithing,primary,1,3473,Runed Copper Pants,0,1,24,85,125,0
